method	R	probability	mean_error
RANDOM_UNIFORM	4	0.000000e+00	3.030496e-02
RANDOM_UNIFORM	4	1.001001e-03	3.030496e-02
RANDOM_UNIFORM	4	2.002002e-03	3.030496e-02
RANDOM_UNIFORM	4	3.003003e-03	3.030496e-02
RANDOM_UNIFORM	4	4.004004e-03	3.030496e-02
RANDOM_UNIFORM	4	5.005005e-03	3.030496e-02
RANDOM_UNIFORM	4	6.006006e-03	3.030496e-02
RANDOM_UNIFORM	4	7.007007e-03	3.030496e-02
RANDOM_UNIFORM	4	8.008008e-03	3.030496e-02
RANDOM_UNIFORM	4	9.009009e-03	3.030496e-02
RANDOM_UNIFORM	4	1.001001e-02	3.030496e-02
RANDOM_UNIFORM	4	1.101101e-02	3.030496e-02
RANDOM_UNIFORM	4	1.201201e-02	3.030496e-02
RANDOM_UNIFORM	4	1.301301e-02	3.030496e-02
RANDOM_UNIFORM	4	1.401401e-02	3.030496e-02
RANDOM_UNIFORM	4	1.501502e-02	3.030496e-02
RANDOM_UNIFORM	4	1.601602e-02	3.030496e-02
RANDOM_UNIFORM	4	1.701702e-02	3.030496e-02
RANDOM_UNIFORM	4	1.801802e-02	3.030496e-02
RANDOM_UNIFORM	4	1.901902e-02	3.030496e-02
RANDOM_UNIFORM	4	2.002002e-02	3.030496e-02
RANDOM_UNIFORM	4	2.102102e-02	3.030496e-02
RANDOM_UNIFORM	4	2.202202e-02	3.030496e-02
RANDOM_UNIFORM	4	2.302302e-02	3.030496e-02
RANDOM_UNIFORM	4	2.402402e-02	3.030496e-02
RANDOM_UNIFORM	4	2.502503e-02	3.030496e-02
RANDOM_UNIFORM	4	2.602603e-02	3.030496e-02
RANDOM_UNIFORM	4	2.702703e-02	3.030496e-02
RANDOM_UNIFORM	4	2.802803e-02	3.030496e-02
RANDOM_UNIFORM	4	2.902903e-02	3.030496e-02
RANDOM_UNIFORM	4	3.003003e-02	3.030496e-02
RANDOM_UNIFORM	4	3.103103e-02	3.030496e-02
RANDOM_UNIFORM	4	3.203203e-02	3.030496e-02
RANDOM_UNIFORM	4	3.303303e-02	3.030496e-02
RANDOM_UNIFORM	4	3.403403e-02	3.030496e-02
RANDOM_UNIFORM	4	3.503504e-02	3.030496e-02
RANDOM_UNIFORM	4	3.603604e-02	3.030496e-02
RANDOM_UNIFORM	4	3.703704e-02	3.030496e-02
RANDOM_UNIFORM	4	3.803804e-02	3.030496e-02
RANDOM_UNIFORM	4	3.903904e-02	3.030496e-02
RANDOM_UNIFORM	4	4.004004e-02	3.030496e-02
RANDOM_UNIFORM	4	4.104104e-02	3.030496e-02
RANDOM_UNIFORM	4	4.204204e-02	3.030496e-02
RANDOM_UNIFORM	4	4.304304e-02	3.030496e-02
RANDOM_UNIFORM	4	4.404404e-02	3.030496e-02
RANDOM_UNIFORM	4	4.504505e-02	3.030496e-02
RANDOM_UNIFORM	4	4.604605e-02	3.030496e-02
RANDOM_UNIFORM	4	4.704705e-02	3.030496e-02
RANDOM_UNIFORM	4	4.804805e-02	3.030496e-02
RANDOM_UNIFORM	4	4.904905e-02	3.030496e-02
RANDOM_UNIFORM	4	5.005005e-02	3.030496e-02
RANDOM_UNIFORM	4	5.105105e-02	3.030496e-02
RANDOM_UNIFORM	4	5.205205e-02	3.030496e-02
RANDOM_UNIFORM	4	5.305305e-02	3.030496e-02
RANDOM_UNIFORM	4	5.405405e-02	3.030496e-02
RANDOM_UNIFORM	4	5.505506e-02	3.030496e-02
RANDOM_UNIFORM	4	5.605606e-02	3.030496e-02
RANDOM_UNIFORM	4	5.705706e-02	3.030496e-02
RANDOM_UNIFORM	4	5.805806e-02	3.030496e-02
RANDOM_UNIFORM	4	5.905906e-02	3.030496e-02
RANDOM_UNIFORM	4	6.006006e-02	3.030496e-02
RANDOM_UNIFORM	4	6.106106e-02	3.030496e-02
RANDOM_UNIFORM	4	6.206206e-02	3.030496e-02
RANDOM_UNIFORM	4	6.306306e-02	3.030496e-02
RANDOM_UNIFORM	4	6.406406e-02	3.030496e-02
RANDOM_UNIFORM	4	6.506507e-02	3.030496e-02
RANDOM_UNIFORM	4	6.606607e-02	3.030496e-02
RANDOM_UNIFORM	4	6.706707e-02	3.030496e-02
RANDOM_UNIFORM	4	6.806807e-02	3.030496e-02
RANDOM_UNIFORM	4	6.906907e-02	3.030496e-02
RANDOM_UNIFORM	4	7.007007e-02	3.030496e-02
RANDOM_UNIFORM	4	7.107107e-02	3.030496e-02
RANDOM_UNIFORM	4	7.207207e-02	3.030496e-02
RANDOM_UNIFORM	4	7.307307e-02	3.030496e-02
RANDOM_UNIFORM	4	7.407407e-02	3.030496e-02
RANDOM_UNIFORM	4	7.507508e-02	3.030496e-02
RANDOM_UNIFORM	4	7.607608e-02	3.030496e-02
RANDOM_UNIFORM	4	7.707708e-02	3.030499e-02
RANDOM_UNIFORM	4	7.807808e-02	3.030562e-02
RANDOM_UNIFORM	4	7.907908e-02	3.030803e-02
RANDOM_UNIFORM	4	8.008008e-02	3.031368e-02
RANDOM_UNIFORM	4	8.108108e-02	3.032409e-02
RANDOM_UNIFORM	4	8.208208e-02	3.034157e-02
RANDOM_UNIFORM	4	8.308308e-02	3.036427e-02
RANDOM_UNIFORM	4	8.408408e-02	3.039319e-02
RANDOM_UNIFORM	4	8.508509e-02	3.043199e-02
RANDOM_UNIFORM	4	8.608609e-02	3.048642e-02
RANDOM_UNIFORM	4	8.708709e-02	3.056074e-02
RANDOM_UNIFORM	4	8.808809e-02	3.065331e-02
RANDOM_UNIFORM	4	8.908909e-02	3.076648e-02
RANDOM_UNIFORM	4	9.009009e-02	3.090401e-02
RANDOM_UNIFORM	4	9.109109e-02	3.105199e-02
RANDOM_UNIFORM	4	9.209209e-02	3.121452e-02
RANDOM_UNIFORM	4	9.309309e-02	3.138805e-02
RANDOM_UNIFORM	4	9.409409e-02	3.157008e-02
RANDOM_UNIFORM	4	9.509510e-02	3.176282e-02
RANDOM_UNIFORM	4	9.609610e-02	3.196825e-02
RANDOM_UNIFORM	4	9.709710e-02	3.218365e-02
RANDOM_UNIFORM	4	9.809810e-02	3.240824e-02
RANDOM_UNIFORM	4	9.909910e-02	3.264329e-02
RANDOM_UNIFORM	4	1.001001e-01	3.288651e-02
RANDOM_UNIFORM	4	1.011011e-01	3.313712e-02
RANDOM_UNIFORM	4	1.021021e-01	3.339229e-02
RANDOM_UNIFORM	4	1.031031e-01	3.365166e-02
RANDOM_UNIFORM	4	1.041041e-01	3.391414e-02
RANDOM_UNIFORM	4	1.051051e-01	3.417976e-02
RANDOM_UNIFORM	4	1.061061e-01	3.444886e-02
RANDOM_UNIFORM	4	1.071071e-01	3.472215e-02
RANDOM_UNIFORM	4	1.081081e-01	3.499933e-02
RANDOM_UNIFORM	4	1.091091e-01	3.527871e-02
RANDOM_UNIFORM	4	1.101101e-01	3.556120e-02
RANDOM_UNIFORM	4	1.111111e-01	3.584664e-02
RANDOM_UNIFORM	4	1.121121e-01	3.613554e-02
RANDOM_UNIFORM	4	1.131131e-01	3.642917e-02
RANDOM_UNIFORM	4	1.141141e-01	3.672713e-02
RANDOM_UNIFORM	4	1.151151e-01	3.702795e-02
RANDOM_UNIFORM	4	1.161161e-01	3.733013e-02
RANDOM_UNIFORM	4	1.171171e-01	3.763325e-02
RANDOM_UNIFORM	4	1.181181e-01	3.793710e-02
RANDOM_UNIFORM	4	1.191191e-01	3.824160e-02
RANDOM_UNIFORM	4	1.201201e-01	3.854678e-02
RANDOM_UNIFORM	4	1.211211e-01	3.885224e-02
RANDOM_UNIFORM	4	1.221221e-01	3.915791e-02
RANDOM_UNIFORM	4	1.231231e-01	3.946362e-02
RANDOM_UNIFORM	4	1.241241e-01	3.976935e-02
RANDOM_UNIFORM	4	1.251251e-01	4.007509e-02
RANDOM_UNIFORM	4	1.261261e-01	4.038088e-02
RANDOM_UNIFORM	4	1.271271e-01	4.068672e-02
RANDOM_UNIFORM	4	1.281281e-01	4.099257e-02
RANDOM_UNIFORM	4	1.291291e-01	4.129841e-02
RANDOM_UNIFORM	4	1.301301e-01	4.160425e-02
RANDOM_UNIFORM	4	1.311311e-01	4.191009e-02
RANDOM_UNIFORM	4	1.321321e-01	4.221594e-02
RANDOM_UNIFORM	4	1.331331e-01	4.252178e-02
RANDOM_UNIFORM	4	1.341341e-01	4.282762e-02
RANDOM_UNIFORM	4	1.351351e-01	4.313347e-02
RANDOM_UNIFORM	4	1.361361e-01	4.343931e-02
RANDOM_UNIFORM	4	1.371371e-01	4.374515e-02
RANDOM_UNIFORM	4	1.381381e-01	4.405100e-02
RANDOM_UNIFORM	4	1.391391e-01	4.435684e-02
RANDOM_UNIFORM	4	1.401401e-01	4.466268e-02
RANDOM_UNIFORM	4	1.411411e-01	4.496852e-02
RANDOM_UNIFORM	4	1.421421e-01	4.527437e-02
RANDOM_UNIFORM	4	1.431431e-01	4.558021e-02
RANDOM_UNIFORM	4	1.441441e-01	4.588605e-02
RANDOM_UNIFORM	4	1.451451e-01	4.619190e-02
RANDOM_UNIFORM	4	1.461461e-01	4.649774e-02
RANDOM_UNIFORM	4	1.471471e-01	4.680358e-02
RANDOM_UNIFORM	4	1.481481e-01	4.710943e-02
RANDOM_UNIFORM	4	1.491491e-01	4.741527e-02
RANDOM_UNIFORM	4	1.501502e-01	4.772111e-02
RANDOM_UNIFORM	4	1.511512e-01	4.802695e-02
RANDOM_UNIFORM	4	1.521522e-01	4.833280e-02
RANDOM_UNIFORM	4	1.531532e-01	4.863882e-02
RANDOM_UNIFORM	4	1.541542e-01	4.894509e-02
RANDOM_UNIFORM	4	1.551552e-01	4.925135e-02
RANDOM_UNIFORM	4	1.561562e-01	4.955718e-02
RANDOM_UNIFORM	4	1.571572e-01	4.986289e-02
RANDOM_UNIFORM	4	1.581582e-01	5.016974e-02
RANDOM_UNIFORM	4	1.591592e-01	5.047858e-02
RANDOM_UNIFORM	4	1.601602e-01	5.078712e-02
RANDOM_UNIFORM	4	1.611612e-01	5.109563e-02
RANDOM_UNIFORM	4	1.621622e-01	5.140552e-02
RANDOM_UNIFORM	4	1.631632e-01	5.171665e-02
RANDOM_UNIFORM	4	1.641642e-01	5.202888e-02
RANDOM_UNIFORM	4	1.651652e-01	5.234335e-02
RANDOM_UNIFORM	4	1.661662e-01	5.266131e-02
RANDOM_UNIFORM	4	1.671672e-01	5.298247e-02
RANDOM_UNIFORM	4	1.681682e-01	5.330726e-02
RANDOM_UNIFORM	4	1.691692e-01	5.363619e-02
RANDOM_UNIFORM	4	1.701702e-01	5.396749e-02
RANDOM_UNIFORM	4	1.711712e-01	5.430474e-02
RANDOM_UNIFORM	4	1.721722e-01	5.465094e-02
RANDOM_UNIFORM	4	1.731732e-01	5.500337e-02
RANDOM_UNIFORM	4	1.741742e-01	5.536081e-02
RANDOM_UNIFORM	4	1.751752e-01	5.572623e-02
RANDOM_UNIFORM	4	1.761762e-01	5.609793e-02
RANDOM_UNIFORM	4	1.771772e-01	5.647776e-02
RANDOM_UNIFORM	4	1.781782e-01	5.686558e-02
RANDOM_UNIFORM	4	1.791792e-01	5.726017e-02
RANDOM_UNIFORM	4	1.801802e-01	5.766314e-02
RANDOM_UNIFORM	4	1.811812e-01	5.807092e-02
RANDOM_UNIFORM	4	1.821822e-01	5.848360e-02
RANDOM_UNIFORM	4	1.831832e-01	5.890032e-02
RANDOM_UNIFORM	4	1.841842e-01	5.931801e-02
RANDOM_UNIFORM	4	1.851852e-01	5.973998e-02
RANDOM_UNIFORM	4	1.861862e-01	6.016447e-02
RANDOM_UNIFORM	4	1.871872e-01	6.059302e-02
RANDOM_UNIFORM	4	1.881882e-01	6.101881e-02
RANDOM_UNIFORM	4	1.891892e-01	6.144448e-02
RANDOM_UNIFORM	4	1.901902e-01	6.187109e-02
RANDOM_UNIFORM	4	1.911912e-01	6.229691e-02
RANDOM_UNIFORM	4	1.921922e-01	6.272200e-02
RANDOM_UNIFORM	4	1.931932e-01	6.315122e-02
RANDOM_UNIFORM	4	1.941942e-01	6.357945e-02
RANDOM_UNIFORM	4	1.951952e-01	6.400602e-02
RANDOM_UNIFORM	4	1.961962e-01	6.443319e-02
RANDOM_UNIFORM	4	1.971972e-01	6.486121e-02
RANDOM_UNIFORM	4	1.981982e-01	6.528965e-02
RANDOM_UNIFORM	4	1.991992e-01	6.571875e-02
RANDOM_UNIFORM	4	2.002002e-01	6.615070e-02
RANDOM_UNIFORM	4	2.012012e-01	6.658415e-02
RANDOM_UNIFORM	4	2.022022e-01	6.701788e-02
RANDOM_UNIFORM	4	2.032032e-01	6.745151e-02
RANDOM_UNIFORM	4	2.042042e-01	6.788591e-02
RANDOM_UNIFORM	4	2.052052e-01	6.832120e-02
RANDOM_UNIFORM	4	2.062062e-01	6.875672e-02
RANDOM_UNIFORM	4	2.072072e-01	6.919316e-02
RANDOM_UNIFORM	4	2.082082e-01	6.962979e-02
RANDOM_UNIFORM	4	2.092092e-01	7.006584e-02
RANDOM_UNIFORM	4	2.102102e-01	7.050183e-02
RANDOM_UNIFORM	4	2.112112e-01	7.093763e-02
RANDOM_UNIFORM	4	2.122122e-01	7.137394e-02
RANDOM_UNIFORM	4	2.132132e-01	7.180977e-02
RANDOM_UNIFORM	4	2.142142e-01	7.224609e-02
RANDOM_UNIFORM	4	2.152152e-01	7.268182e-02
RANDOM_UNIFORM	4	2.162162e-01	7.311802e-02
RANDOM_UNIFORM	4	2.172172e-01	7.355390e-02
RANDOM_UNIFORM	4	2.182182e-01	7.398827e-02
RANDOM_UNIFORM	4	2.192192e-01	7.442348e-02
RANDOM_UNIFORM	4	2.202202e-01	7.486011e-02
RANDOM_UNIFORM	4	2.212212e-01	7.529825e-02
RANDOM_UNIFORM	4	2.222222e-01	7.573602e-02
RANDOM_UNIFORM	4	2.232232e-01	7.617392e-02
RANDOM_UNIFORM	4	2.242242e-01	7.661213e-02
RANDOM_UNIFORM	4	2.252252e-01	7.705034e-02
RANDOM_UNIFORM	4	2.262262e-01	7.748869e-02
RANDOM_UNIFORM	4	2.272272e-01	7.792868e-02
RANDOM_UNIFORM	4	2.282282e-01	7.836862e-02
RANDOM_UNIFORM	4	2.292292e-01	7.880870e-02
RANDOM_UNIFORM	4	2.302302e-01	7.924905e-02
RANDOM_UNIFORM	4	2.312312e-01	7.968949e-02
RANDOM_UNIFORM	4	2.322322e-01	8.012972e-02
RANDOM_UNIFORM	4	2.332332e-01	8.056995e-02
RANDOM_UNIFORM	4	2.342342e-01	8.101039e-02
RANDOM_UNIFORM	4	2.352352e-01	8.145059e-02
RANDOM_UNIFORM	4	2.362362e-01	8.189032e-02
RANDOM_UNIFORM	4	2.372372e-01	8.232988e-02
RANDOM_UNIFORM	4	2.382382e-01	8.276893e-02
RANDOM_UNIFORM	4	2.392392e-01	8.320789e-02
RANDOM_UNIFORM	4	2.402402e-01	8.364706e-02
RANDOM_UNIFORM	4	2.412412e-01	8.408627e-02
RANDOM_UNIFORM	4	2.422422e-01	8.452282e-02
RANDOM_UNIFORM	4	2.432432e-01	8.495902e-02
RANDOM_UNIFORM	4	2.442442e-01	8.539472e-02
RANDOM_UNIFORM	4	2.452452e-01	8.582954e-02
RANDOM_UNIFORM	4	2.462462e-01	8.626438e-02
RANDOM_UNIFORM	4	2.472472e-01	8.669772e-02
RANDOM_UNIFORM	4	2.482482e-01	8.712913e-02
RANDOM_UNIFORM	4	2.492492e-01	8.755770e-02
RANDOM_UNIFORM	4	2.502503e-01	8.798114e-02
RANDOM_UNIFORM	4	2.512513e-01	8.839998e-02
RANDOM_UNIFORM	4	2.522523e-01	8.881492e-02
RANDOM_UNIFORM	4	2.532533e-01	8.922466e-02
RANDOM_UNIFORM	4	2.542543e-01	8.962974e-02
RANDOM_UNIFORM	4	2.552553e-01	9.002984e-02
RANDOM_UNIFORM	4	2.562563e-01	9.042737e-02
RANDOM_UNIFORM	4	2.572573e-01	9.082336e-02
RANDOM_UNIFORM	4	2.582583e-01	9.121745e-02
RANDOM_UNIFORM	4	2.592593e-01	9.160712e-02
RANDOM_UNIFORM	4	2.602603e-01	9.199418e-02
RANDOM_UNIFORM	4	2.612613e-01	9.237773e-02
RANDOM_UNIFORM	4	2.622623e-01	9.275575e-02
RANDOM_UNIFORM	4	2.632633e-01	9.313532e-02
RANDOM_UNIFORM	4	2.642643e-01	9.351250e-02
RANDOM_UNIFORM	4	2.652653e-01	9.388686e-02
RANDOM_UNIFORM	4	2.662663e-01	9.425387e-02
RANDOM_UNIFORM	4	2.672673e-01	9.461875e-02
RANDOM_UNIFORM	4	2.682683e-01	9.497698e-02
RANDOM_UNIFORM	4	2.692693e-01	9.533032e-02
RANDOM_UNIFORM	4	2.702703e-01	9.568185e-02
RANDOM_UNIFORM	4	2.712713e-01	9.603347e-02
RANDOM_UNIFORM	4	2.722723e-01	9.638264e-02
RANDOM_UNIFORM	4	2.732733e-01	9.672803e-02
RANDOM_UNIFORM	4	2.742743e-01	9.706999e-02
RANDOM_UNIFORM	4	2.752753e-01	9.740938e-02
RANDOM_UNIFORM	4	2.762763e-01	9.774757e-02
RANDOM_UNIFORM	4	2.772773e-01	9.808579e-02
RANDOM_UNIFORM	4	2.782783e-01	9.842239e-02
RANDOM_UNIFORM	4	2.792793e-01	9.875781e-02
RANDOM_UNIFORM	4	2.802803e-01	9.909285e-02
RANDOM_UNIFORM	4	2.812813e-01	9.942530e-02
RANDOM_UNIFORM	4	2.822823e-01	9.975531e-02
RANDOM_UNIFORM	4	2.832833e-01	1.000853e-01
RANDOM_UNIFORM	4	2.842843e-01	1.004154e-01
RANDOM_UNIFORM	4	2.852853e-01	1.007438e-01
RANDOM_UNIFORM	4	2.862863e-01	1.010701e-01
RANDOM_UNIFORM	4	2.872873e-01	1.013960e-01
RANDOM_UNIFORM	4	2.882883e-01	1.017199e-01
RANDOM_UNIFORM	4	2.892893e-01	1.020413e-01
RANDOM_UNIFORM	4	2.902903e-01	1.023623e-01
RANDOM_UNIFORM	4	2.912913e-01	1.026827e-01
RANDOM_UNIFORM	4	2.922923e-01	1.030027e-01
RANDOM_UNIFORM	4	2.932933e-01	1.033212e-01
RANDOM_UNIFORM	4	2.942943e-01	1.036393e-01
RANDOM_UNIFORM	4	2.952953e-01	1.039561e-01
RANDOM_UNIFORM	4	2.962963e-01	1.042723e-01
RANDOM_UNIFORM	4	2.972973e-01	1.045876e-01
RANDOM_UNIFORM	4	2.982983e-01	1.049031e-01
RANDOM_UNIFORM	4	2.992993e-01	1.052156e-01
RANDOM_UNIFORM	4	3.003003e-01	1.055282e-01
RANDOM_UNIFORM	4	3.013013e-01	1.058409e-01
RANDOM_UNIFORM	4	3.023023e-01	1.061531e-01
RANDOM_UNIFORM	4	3.033033e-01	1.064649e-01
RANDOM_UNIFORM	4	3.043043e-01	1.067758e-01
RANDOM_UNIFORM	4	3.053053e-01	1.070870e-01
RANDOM_UNIFORM	4	3.063063e-01	1.073972e-01
RANDOM_UNIFORM	4	3.073073e-01	1.077078e-01
RANDOM_UNIFORM	4	3.083083e-01	1.080182e-01
RANDOM_UNIFORM	4	3.093093e-01	1.083275e-01
RANDOM_UNIFORM	4	3.103103e-01	1.086361e-01
RANDOM_UNIFORM	4	3.113113e-01	1.089446e-01
RANDOM_UNIFORM	4	3.123123e-01	1.092546e-01
RANDOM_UNIFORM	4	3.133133e-01	1.095653e-01
RANDOM_UNIFORM	4	3.143143e-01	1.098756e-01
RANDOM_UNIFORM	4	3.153153e-01	1.101862e-01
RANDOM_UNIFORM	4	3.163163e-01	1.104971e-01
RANDOM_UNIFORM	4	3.173173e-01	1.108083e-01
RANDOM_UNIFORM	4	3.183183e-01	1.111205e-01
RANDOM_UNIFORM	4	3.193193e-01	1.114346e-01
RANDOM_UNIFORM	4	3.203203e-01	1.117519e-01
RANDOM_UNIFORM	4	3.213213e-01	1.120700e-01
RANDOM_UNIFORM	4	3.223223e-01	1.123889e-01
RANDOM_UNIFORM	4	3.233233e-01	1.127100e-01
RANDOM_UNIFORM	4	3.243243e-01	1.130343e-01
RANDOM_UNIFORM	4	3.253253e-01	1.133621e-01
RANDOM_UNIFORM	4	3.263263e-01	1.136912e-01
RANDOM_UNIFORM	4	3.273273e-01	1.140209e-01
RANDOM_UNIFORM	4	3.283283e-01	1.143541e-01
RANDOM_UNIFORM	4	3.293293e-01	1.146920e-01
RANDOM_UNIFORM	4	3.303303e-01	1.150326e-01
RANDOM_UNIFORM	4	3.313313e-01	1.153752e-01
RANDOM_UNIFORM	4	3.323323e-01	1.157196e-01
RANDOM_UNIFORM	4	3.333333e-01	1.160700e-01
RANDOM_UNIFORM	4	3.343343e-01	1.164244e-01
RANDOM_UNIFORM	4	3.353353e-01	1.167814e-01
RANDOM_UNIFORM	4	3.363363e-01	1.171429e-01
RANDOM_UNIFORM	4	3.373373e-01	1.175090e-01
RANDOM_UNIFORM	4	3.383383e-01	1.178781e-01
RANDOM_UNIFORM	4	3.393393e-01	1.182500e-01
RANDOM_UNIFORM	4	3.403403e-01	1.186290e-01
RANDOM_UNIFORM	4	3.413413e-01	1.190167e-01
RANDOM_UNIFORM	4	3.423423e-01	1.194073e-01
RANDOM_UNIFORM	4	3.433433e-01	1.198046e-01
RANDOM_UNIFORM	4	3.443443e-01	1.202104e-01
RANDOM_UNIFORM	4	3.453453e-01	1.206324e-01
RANDOM_UNIFORM	4	3.463463e-01	1.210642e-01
RANDOM_UNIFORM	4	3.473473e-01	1.215000e-01
RANDOM_UNIFORM	4	3.483483e-01	1.219394e-01
RANDOM_UNIFORM	4	3.493493e-01	1.223850e-01
RANDOM_UNIFORM	4	3.503504e-01	1.228341e-01
RANDOM_UNIFORM	4	3.513514e-01	1.232895e-01
RANDOM_UNIFORM	4	3.523524e-01	1.237560e-01
RANDOM_UNIFORM	4	3.533534e-01	1.242297e-01
RANDOM_UNIFORM	4	3.543544e-01	1.247078e-01
RANDOM_UNIFORM	4	3.553554e-01	1.251926e-01
RANDOM_UNIFORM	4	3.563564e-01	1.256799e-01
RANDOM_UNIFORM	4	3.573574e-01	1.261700e-01
RANDOM_UNIFORM	4	3.583584e-01	1.266651e-01
RANDOM_UNIFORM	4	3.593594e-01	1.271652e-01
RANDOM_UNIFORM	4	3.603604e-01	1.276666e-01
RANDOM_UNIFORM	4	3.613614e-01	1.281675e-01
RANDOM_UNIFORM	4	3.623624e-01	1.286708e-01
RANDOM_UNIFORM	4	3.633634e-01	1.291756e-01
RANDOM_UNIFORM	4	3.643644e-01	1.296795e-01
RANDOM_UNIFORM	4	3.653654e-01	1.301842e-01
RANDOM_UNIFORM	4	3.663664e-01	1.306893e-01
RANDOM_UNIFORM	4	3.673674e-01	1.311953e-01
RANDOM_UNIFORM	4	3.683684e-01	1.317021e-01
RANDOM_UNIFORM	4	3.693694e-01	1.322083e-01
RANDOM_UNIFORM	4	3.703704e-01	1.327150e-01
RANDOM_UNIFORM	4	3.713714e-01	1.332223e-01
RANDOM_UNIFORM	4	3.723724e-01	1.337295e-01
RANDOM_UNIFORM	4	3.733734e-01	1.342372e-01
RANDOM_UNIFORM	4	3.743744e-01	1.347448e-01
RANDOM_UNIFORM	4	3.753754e-01	1.352508e-01
RANDOM_UNIFORM	4	3.763764e-01	1.357561e-01
RANDOM_UNIFORM	4	3.773774e-01	1.362626e-01
RANDOM_UNIFORM	4	3.783784e-01	1.367720e-01
RANDOM_UNIFORM	4	3.793794e-01	1.372816e-01
RANDOM_UNIFORM	4	3.803804e-01	1.377900e-01
RANDOM_UNIFORM	4	3.813814e-01	1.382951e-01
RANDOM_UNIFORM	4	3.823824e-01	1.388008e-01
RANDOM_UNIFORM	4	3.833834e-01	1.393075e-01
RANDOM_UNIFORM	4	3.843844e-01	1.398135e-01
RANDOM_UNIFORM	4	3.853854e-01	1.403195e-01
RANDOM_UNIFORM	4	3.863864e-01	1.408260e-01
RANDOM_UNIFORM	4	3.873874e-01	1.413336e-01
RANDOM_UNIFORM	4	3.883884e-01	1.418431e-01
RANDOM_UNIFORM	4	3.893894e-01	1.423529e-01
RANDOM_UNIFORM	4	3.903904e-01	1.428644e-01
RANDOM_UNIFORM	4	3.913914e-01	1.433759e-01
RANDOM_UNIFORM	4	3.923924e-01	1.438874e-01
RANDOM_UNIFORM	4	3.933934e-01	1.443991e-01
RANDOM_UNIFORM	4	3.943944e-01	1.449114e-01
RANDOM_UNIFORM	4	3.953954e-01	1.454244e-01
RANDOM_UNIFORM	4	3.963964e-01	1.459370e-01
RANDOM_UNIFORM	4	3.973974e-01	1.464512e-01
RANDOM_UNIFORM	4	3.983984e-01	1.469678e-01
RANDOM_UNIFORM	4	3.993994e-01	1.474858e-01
RANDOM_UNIFORM	4	4.004004e-01	1.480027e-01
RANDOM_UNIFORM	4	4.014014e-01	1.485205e-01
RANDOM_UNIFORM	4	4.024024e-01	1.490396e-01
RANDOM_UNIFORM	4	4.034034e-01	1.495565e-01
RANDOM_UNIFORM	4	4.044044e-01	1.500731e-01
RANDOM_UNIFORM	4	4.054054e-01	1.505887e-01
RANDOM_UNIFORM	4	4.064064e-01	1.511011e-01
RANDOM_UNIFORM	4	4.074074e-01	1.516112e-01
RANDOM_UNIFORM	4	4.084084e-01	1.521216e-01
RANDOM_UNIFORM	4	4.094094e-01	1.526315e-01
RANDOM_UNIFORM	4	4.104104e-01	1.531416e-01
RANDOM_UNIFORM	4	4.114114e-01	1.536488e-01
RANDOM_UNIFORM	4	4.124124e-01	1.541523e-01
RANDOM_UNIFORM	4	4.134134e-01	1.546507e-01
RANDOM_UNIFORM	4	4.144144e-01	1.551469e-01
RANDOM_UNIFORM	4	4.154154e-01	1.556392e-01
RANDOM_UNIFORM	4	4.164164e-01	1.561302e-01
RANDOM_UNIFORM	4	4.174174e-01	1.566158e-01
RANDOM_UNIFORM	4	4.184184e-01	1.570977e-01
RANDOM_UNIFORM	4	4.194194e-01	1.575738e-01
RANDOM_UNIFORM	4	4.204204e-01	1.580446e-01
RANDOM_UNIFORM	4	4.214214e-01	1.585099e-01
RANDOM_UNIFORM	4	4.224224e-01	1.589677e-01
RANDOM_UNIFORM	4	4.234234e-01	1.594187e-01
RANDOM_UNIFORM	4	4.244244e-01	1.598669e-01
RANDOM_UNIFORM	4	4.254254e-01	1.603086e-01
RANDOM_UNIFORM	4	4.264264e-01	1.607461e-01
RANDOM_UNIFORM	4	4.274274e-01	1.611769e-01
RANDOM_UNIFORM	4	4.284284e-01	1.616076e-01
RANDOM_UNIFORM	4	4.294294e-01	1.620353e-01
RANDOM_UNIFORM	4	4.304304e-01	1.624577e-01
RANDOM_UNIFORM	4	4.314314e-01	1.628715e-01
RANDOM_UNIFORM	4	4.324324e-01	1.632829e-01
RANDOM_UNIFORM	4	4.334334e-01	1.636864e-01
RANDOM_UNIFORM	4	4.344344e-01	1.640886e-01
RANDOM_UNIFORM	4	4.354354e-01	1.644891e-01
RANDOM_UNIFORM	4	4.364364e-01	1.648878e-01
RANDOM_UNIFORM	4	4.374374e-01	1.652858e-01
RANDOM_UNIFORM	4	4.384384e-01	1.656808e-01
RANDOM_UNIFORM	4	4.394394e-01	1.660715e-01
RANDOM_UNIFORM	4	4.404404e-01	1.664596e-01
RANDOM_UNIFORM	4	4.414414e-01	1.668469e-01
RANDOM_UNIFORM	4	4.424424e-01	1.672344e-01
RANDOM_UNIFORM	4	4.434434e-01	1.676208e-01
RANDOM_UNIFORM	4	4.444444e-01	1.680040e-01
RANDOM_UNIFORM	4	4.454454e-01	1.683865e-01
RANDOM_UNIFORM	4	4.464464e-01	1.687672e-01
RANDOM_UNIFORM	4	4.474474e-01	1.691468e-01
RANDOM_UNIFORM	4	4.484484e-01	1.695236e-01
RANDOM_UNIFORM	4	4.494494e-01	1.698986e-01
RANDOM_UNIFORM	4	4.504505e-01	1.702708e-01
