method	R	probability	mean_error
RANDOM_NORMAL	6	2.222222e-01	9.207410e-02
RANDOM_NORMAL	6	2.232232e-01	9.245675e-02
RANDOM_NORMAL	6	2.242242e-01	9.283927e-02
RANDOM_NORMAL	6	2.252252e-01	9.322262e-02
RANDOM_NORMAL	6	2.262262e-01	9.360517e-02
RANDOM_NORMAL	6	2.272272e-01	9.398859e-02
RANDOM_NORMAL	6	2.282282e-01	9.437829e-02
RANDOM_NORMAL	6	2.292292e-01	9.477332e-02
RANDOM_NORMAL	6	2.302302e-01	9.517096e-02
RANDOM_NORMAL	6	2.312312e-01	9.557178e-02
RANDOM_NORMAL	6	2.322322e-01	9.597361e-02
RANDOM_NORMAL	6	2.332332e-01	9.637939e-02
RANDOM_NORMAL	6	2.342342e-01	9.679178e-02
RANDOM_NORMAL	6	2.352352e-01	9.720234e-02
RANDOM_NORMAL	6	2.362362e-01	9.760677e-02
RANDOM_NORMAL	6	2.372372e-01	9.800290e-02
RANDOM_NORMAL	6	2.382382e-01	9.840120e-02
RANDOM_NORMAL	6	2.392392e-01	9.880000e-02
RANDOM_NORMAL	6	2.402402e-01	9.920031e-02
RANDOM_NORMAL	6	2.412412e-01	9.960142e-02
RANDOM_NORMAL	6	2.422422e-01	1.000037e-01
RANDOM_NORMAL	6	2.432432e-01	1.004001e-01
RANDOM_NORMAL	6	2.442442e-01	1.007937e-01
RANDOM_NORMAL	6	2.452452e-01	1.011895e-01
RANDOM_NORMAL	6	2.462462e-01	1.015827e-01
RANDOM_NORMAL	6	2.472472e-01	1.019750e-01
RANDOM_NORMAL	6	2.482482e-01	1.023675e-01
RANDOM_NORMAL	6	2.492492e-01	1.027547e-01
RANDOM_NORMAL	6	2.502503e-01	1.031340e-01
RANDOM_NORMAL	6	2.512513e-01	1.035105e-01
RANDOM_NORMAL	6	2.522523e-01	1.038873e-01
RANDOM_NORMAL	6	2.532533e-01	1.042621e-01
RANDOM_NORMAL	6	2.542543e-01	1.046352e-01
RANDOM_NORMAL	6	2.552553e-01	1.050059e-01
RANDOM_NORMAL	6	2.562563e-01	1.053827e-01
RANDOM_NORMAL	6	2.572573e-01	1.057586e-01
RANDOM_NORMAL	6	2.582583e-01	1.061375e-01
RANDOM_NORMAL	6	2.592593e-01	1.065140e-01
RANDOM_NORMAL	6	2.602603e-01	1.068928e-01
RANDOM_NORMAL	6	2.612613e-01	1.072809e-01
RANDOM_NORMAL	6	2.622623e-01	1.076693e-01
RANDOM_NORMAL	6	2.632633e-01	1.080583e-01
RANDOM_NORMAL	6	2.642643e-01	1.084515e-01
RANDOM_NORMAL	6	2.652653e-01	1.088471e-01
RANDOM_NORMAL	6	2.662663e-01	1.092390e-01
RANDOM_NORMAL	6	2.672673e-01	1.096324e-01
RANDOM_NORMAL	6	2.682683e-01	1.100296e-01
RANDOM_NORMAL	6	2.692693e-01	1.104316e-01
RANDOM_NORMAL	6	2.702703e-01	1.108319e-01
RANDOM_NORMAL	6	2.712713e-01	1.112420e-01
RANDOM_NORMAL	6	2.722723e-01	1.116648e-01
RANDOM_NORMAL	6	2.732733e-01	1.120942e-01
RANDOM_NORMAL	6	2.742743e-01	1.125257e-01
RANDOM_NORMAL	6	2.752753e-01	1.129589e-01
RANDOM_NORMAL	6	2.762763e-01	1.133874e-01
RANDOM_NORMAL	6	2.772773e-01	1.138120e-01
RANDOM_NORMAL	6	2.782783e-01	1.142322e-01
RANDOM_NORMAL	6	2.792793e-01	1.146501e-01
RANDOM_NORMAL	6	2.802803e-01	1.150653e-01
RANDOM_NORMAL	6	2.812813e-01	1.154706e-01
RANDOM_NORMAL	6	2.822823e-01	1.158730e-01
RANDOM_NORMAL	6	2.832833e-01	1.162699e-01
RANDOM_NORMAL	6	2.842843e-01	1.166601e-01
RANDOM_NORMAL	6	2.852853e-01	1.170503e-01
RANDOM_NORMAL	6	2.862863e-01	1.174432e-01
RANDOM_NORMAL	6	2.872873e-01	1.178367e-01
RANDOM_NORMAL	6	2.882883e-01	1.182320e-01
RANDOM_NORMAL	6	2.892893e-01	1.186260e-01
RANDOM_NORMAL	6	2.902903e-01	1.190132e-01
RANDOM_NORMAL	6	2.912913e-01	1.194005e-01
RANDOM_NORMAL	6	2.922923e-01	1.197866e-01
RANDOM_NORMAL	6	2.932933e-01	1.201649e-01
RANDOM_NORMAL	6	2.942943e-01	1.205435e-01
RANDOM_NORMAL	6	2.952953e-01	1.209188e-01
RANDOM_NORMAL	6	2.962963e-01	1.212964e-01
RANDOM_NORMAL	6	2.972973e-01	1.216736e-01
RANDOM_NORMAL	6	2.982983e-01	1.220506e-01
RANDOM_NORMAL	6	2.992993e-01	1.224266e-01
RANDOM_NORMAL	6	3.003003e-01	1.228020e-01
RANDOM_NORMAL	6	3.013013e-01	1.231794e-01
RANDOM_NORMAL	6	3.023023e-01	1.235552e-01
RANDOM_NORMAL	6	3.033033e-01	1.239310e-01
RANDOM_NORMAL	6	3.043043e-01	1.243049e-01
RANDOM_NORMAL	6	3.053053e-01	1.246786e-01
RANDOM_NORMAL	6	3.063063e-01	1.250528e-01
RANDOM_NORMAL	6	3.073073e-01	1.254245e-01
RANDOM_NORMAL	6	3.083083e-01	1.257916e-01
RANDOM_NORMAL	6	3.093093e-01	1.261572e-01
RANDOM_NORMAL	6	3.103103e-01	1.265234e-01
RANDOM_NORMAL	6	3.113113e-01	1.268897e-01
RANDOM_NORMAL	6	3.123123e-01	1.272539e-01
RANDOM_NORMAL	6	3.133133e-01	1.276206e-01
RANDOM_NORMAL	6	3.143143e-01	1.279876e-01
RANDOM_NORMAL	6	3.153153e-01	1.283581e-01
RANDOM_NORMAL	6	3.163163e-01	1.287274e-01
RANDOM_NORMAL	6	3.173173e-01	1.290922e-01
RANDOM_NORMAL	6	3.183183e-01	1.294554e-01
RANDOM_NORMAL	6	3.193193e-01	1.298202e-01
RANDOM_NORMAL	6	3.203203e-01	1.301854e-01
RANDOM_NORMAL	6	3.213213e-01	1.305555e-01
RANDOM_NORMAL	6	3.223223e-01	1.309257e-01
RANDOM_NORMAL	6	3.233233e-01	1.313016e-01
RANDOM_NORMAL	6	3.243243e-01	1.316801e-01
RANDOM_NORMAL	6	3.253253e-01	1.320572e-01
RANDOM_NORMAL	6	3.263263e-01	1.324349e-01
RANDOM_NORMAL	6	3.273273e-01	1.328175e-01
RANDOM_NORMAL	6	3.283283e-01	1.332050e-01
RANDOM_NORMAL	6	3.293293e-01	1.335973e-01
RANDOM_NORMAL	6	3.303303e-01	1.339937e-01
RANDOM_NORMAL	6	3.313313e-01	1.343951e-01
RANDOM_NORMAL	6	3.323323e-01	1.348015e-01
RANDOM_NORMAL	6	3.333333e-01	1.352127e-01
RANDOM_NORMAL	6	3.343343e-01	1.356246e-01
RANDOM_NORMAL	6	3.353353e-01	1.360352e-01
RANDOM_NORMAL	6	3.363363e-01	1.364469e-01
RANDOM_NORMAL	6	3.373373e-01	1.368561e-01
RANDOM_NORMAL	6	3.383383e-01	1.372642e-01
RANDOM_NORMAL	6	3.393393e-01	1.376792e-01
RANDOM_NORMAL	6	3.403403e-01	1.380945e-01
RANDOM_NORMAL	6	3.413413e-01	1.385096e-01
RANDOM_NORMAL	6	3.423423e-01	1.389233e-01
RANDOM_NORMAL	6	3.433433e-01	1.393355e-01
RANDOM_NORMAL	6	3.443443e-01	1.397615e-01
RANDOM_NORMAL	6	3.453453e-01	1.401923e-01
RANDOM_NORMAL	6	3.463463e-01	1.406236e-01
RANDOM_NORMAL	6	3.473473e-01	1.410533e-01
RANDOM_NORMAL	6	3.483483e-01	1.414814e-01
RANDOM_NORMAL	6	3.493493e-01	1.419112e-01
RANDOM_NORMAL	6	3.503504e-01	1.423536e-01
RANDOM_NORMAL	6	3.513514e-01	1.427962e-01
RANDOM_NORMAL	6	3.523524e-01	1.432313e-01
RANDOM_NORMAL	6	3.533534e-01	1.436619e-01
RANDOM_NORMAL	6	3.543544e-01	1.440878e-01
RANDOM_NORMAL	6	3.553554e-01	1.445130e-01
RANDOM_NORMAL	6	3.563564e-01	1.449348e-01
RANDOM_NORMAL	6	3.573574e-01	1.453567e-01
RANDOM_NORMAL	6	3.583584e-01	1.457838e-01
RANDOM_NORMAL	6	3.593594e-01	1.462075e-01
RANDOM_NORMAL	6	3.603604e-01	1.466329e-01
RANDOM_NORMAL	6	3.613614e-01	1.470608e-01
RANDOM_NORMAL	6	3.623624e-01	1.474935e-01
RANDOM_NORMAL	6	3.633634e-01	1.479305e-01
RANDOM_NORMAL	6	3.643644e-01	1.483649e-01
RANDOM_NORMAL	6	3.653654e-01	1.487944e-01
RANDOM_NORMAL	6	3.663664e-01	1.492251e-01
RANDOM_NORMAL	6	3.673674e-01	1.496568e-01
RANDOM_NORMAL	6	3.683684e-01	1.500879e-01
RANDOM_NORMAL	6	3.693694e-01	1.505095e-01
RANDOM_NORMAL	6	3.703704e-01	1.509276e-01
RANDOM_NORMAL	6	3.713714e-01	1.513440e-01
RANDOM_NORMAL	6	3.723724e-01	1.517553e-01
RANDOM_NORMAL	6	3.733734e-01	1.521658e-01
RANDOM_NORMAL	6	3.743744e-01	1.525772e-01
RANDOM_NORMAL	6	3.753754e-01	1.529912e-01
RANDOM_NORMAL	6	3.763764e-01	1.534093e-01
RANDOM_NORMAL	6	3.773774e-01	1.538271e-01
RANDOM_NORMAL	6	3.783784e-01	1.542375e-01
RANDOM_NORMAL	6	3.793794e-01	1.546432e-01
RANDOM_NORMAL	6	3.803804e-01	1.550405e-01
RANDOM_NORMAL	6	3.813814e-01	1.554384e-01
RANDOM_NORMAL	6	3.823824e-01	1.558350e-01
RANDOM_NORMAL	6	3.833834e-01	1.562322e-01
RANDOM_NORMAL	6	3.843844e-01	1.566291e-01
RANDOM_NORMAL	6	3.853854e-01	1.570212e-01
RANDOM_NORMAL	6	3.863864e-01	1.574147e-01
RANDOM_NORMAL	6	3.873874e-01	1.578080e-01
RANDOM_NORMAL	6	3.883884e-01	1.581912e-01
RANDOM_NORMAL	6	3.893894e-01	1.585741e-01
RANDOM_NORMAL	6	3.903904e-01	1.589610e-01
RANDOM_NORMAL	6	3.913914e-01	1.593492e-01
RANDOM_NORMAL	6	3.923924e-01	1.597363e-01
RANDOM_NORMAL	6	3.933934e-01	1.601247e-01
RANDOM_NORMAL	6	3.943944e-01	1.605081e-01
RANDOM_NORMAL	6	3.953954e-01	1.608898e-01
RANDOM_NORMAL	6	3.963964e-01	1.612719e-01
RANDOM_NORMAL	6	3.973974e-01	1.616585e-01
RANDOM_NORMAL	6	3.983984e-01	1.620452e-01
RANDOM_NORMAL	6	3.993994e-01	1.624248e-01
RANDOM_NORMAL	6	4.004004e-01	1.628037e-01
RANDOM_NORMAL	6	4.014014e-01	1.631879e-01
RANDOM_NORMAL	6	4.024024e-01	1.635671e-01
RANDOM_NORMAL	6	4.034034e-01	1.639445e-01
RANDOM_NORMAL	6	4.044044e-01	1.643197e-01
RANDOM_NORMAL	6	4.054054e-01	1.646921e-01
RANDOM_NORMAL	6	4.064064e-01	1.650578e-01
RANDOM_NORMAL	6	4.074074e-01	1.654223e-01
RANDOM_NORMAL	6	4.084084e-01	1.657873e-01
RANDOM_NORMAL	6	4.094094e-01	1.661544e-01
RANDOM_NORMAL	6	4.104104e-01	1.665185e-01
RANDOM_NORMAL	6	4.114114e-01	1.668780e-01
RANDOM_NORMAL	6	4.124124e-01	1.672404e-01
RANDOM_NORMAL	6	4.134134e-01	1.676023e-01
RANDOM_NORMAL	6	4.144144e-01	1.679645e-01
RANDOM_NORMAL	6	4.154154e-01	1.683305e-01
RANDOM_NORMAL	6	4.164164e-01	1.686916e-01
RANDOM_NORMAL	6	4.174174e-01	1.690546e-01
RANDOM_NORMAL	6	4.184184e-01	1.694176e-01
RANDOM_NORMAL	6	4.194194e-01	1.697785e-01
RANDOM_NORMAL	6	4.204204e-01	1.701343e-01
RANDOM_NORMAL	6	4.214214e-01	1.704895e-01
RANDOM_NORMAL	6	4.224224e-01	1.708471e-01
RANDOM_NORMAL	6	4.234234e-01	1.712103e-01
RANDOM_NORMAL	6	4.244244e-01	1.715767e-01
RANDOM_NORMAL	6	4.254254e-01	1.719459e-01
RANDOM_NORMAL	6	4.264264e-01	1.723292e-01
RANDOM_NORMAL	6	4.274274e-01	1.727161e-01
RANDOM_NORMAL	6	4.284284e-01	1.731073e-01
RANDOM_NORMAL	6	4.294294e-01	1.735036e-01
RANDOM_NORMAL	6	4.304304e-01	1.739039e-01
RANDOM_NORMAL	6	4.314314e-01	1.743035e-01
RANDOM_NORMAL	6	4.324324e-01	1.747039e-01
RANDOM_NORMAL	6	4.334334e-01	1.751143e-01
RANDOM_NORMAL	6	4.344344e-01	1.755227e-01
RANDOM_NORMAL	6	4.354354e-01	1.759304e-01
RANDOM_NORMAL	6	4.364364e-01	1.763395e-01
RANDOM_NORMAL	6	4.374374e-01	1.767513e-01
RANDOM_NORMAL	6	4.384384e-01	1.771604e-01
RANDOM_NORMAL	6	4.394394e-01	1.775654e-01
RANDOM_NORMAL	6	4.404404e-01	1.779680e-01
RANDOM_NORMAL	6	4.414414e-01	1.783702e-01
RANDOM_NORMAL	6	4.424424e-01	1.787739e-01
RANDOM_NORMAL	6	4.434434e-01	1.791751e-01
RANDOM_NORMAL	6	4.444444e-01	1.795720e-01
RANDOM_NORMAL	6	4.454454e-01	1.799683e-01
RANDOM_NORMAL	6	4.464464e-01	1.803659e-01
RANDOM_NORMAL	6	4.474474e-01	1.807618e-01
RANDOM_NORMAL	6	4.484484e-01	1.811566e-01
RANDOM_NORMAL	6	4.494494e-01	1.815438e-01
RANDOM_NORMAL	6	4.504505e-01	1.819212e-01
RANDOM_NORMAL	6	4.514515e-01	1.822986e-01
RANDOM_NORMAL	6	4.524525e-01	1.826746e-01
RANDOM_NORMAL	6	4.534535e-01	1.830519e-01
RANDOM_NORMAL	6	4.544545e-01	1.834354e-01
RANDOM_NORMAL	6	4.554555e-01	1.838229e-01
RANDOM_NORMAL	6	4.564565e-01	1.842128e-01
RANDOM_NORMAL	6	4.574575e-01	1.846015e-01
RANDOM_NORMAL	6	4.584585e-01	1.849874e-01
RANDOM_NORMAL	6	4.594595e-01	1.853729e-01
RANDOM_NORMAL	6	4.604605e-01	1.857661e-01
RANDOM_NORMAL	6	4.614615e-01	1.861643e-01
RANDOM_NORMAL	6	4.624625e-01	1.865650e-01
RANDOM_NORMAL	6	4.634635e-01	1.869639e-01
RANDOM_NORMAL	6	4.644645e-01	1.873601e-01
RANDOM_NORMAL	6	4.654655e-01	1.877532e-01
RANDOM_NORMAL	6	4.664665e-01	1.881428e-01
RANDOM_NORMAL	6	4.674675e-01	1.885389e-01
RANDOM_NORMAL	6	4.684685e-01	1.889420e-01
RANDOM_NORMAL	6	4.694695e-01	1.893489e-01
RANDOM_NORMAL	6	4.704705e-01	1.897563e-01
RANDOM_NORMAL	6	4.714715e-01	1.901624e-01
RANDOM_NORMAL	6	4.724725e-01	1.905678e-01
RANDOM_NORMAL	6	4.734735e-01	1.909660e-01
RANDOM_NORMAL	6	4.744745e-01	1.913576e-01
RANDOM_NORMAL	6	4.754755e-01	1.917434e-01
RANDOM_NORMAL	6	4.764765e-01	1.921293e-01
RANDOM_NORMAL	6	4.774775e-01	1.925199e-01
RANDOM_NORMAL	6	4.784785e-01	1.929131e-01
RANDOM_NORMAL	6	4.794795e-01	1.933101e-01
RANDOM_NORMAL	6	4.804805e-01	1.937055e-01
RANDOM_NORMAL	6	4.814815e-01	1.941028e-01
RANDOM_NORMAL	6	4.824825e-01	1.945052e-01
RANDOM_NORMAL	6	4.834835e-01	1.949100e-01
RANDOM_NORMAL	6	4.844845e-01	1.953203e-01
RANDOM_NORMAL	6	4.854855e-01	1.957358e-01
RANDOM_NORMAL	6	4.864865e-01	1.961469e-01
RANDOM_NORMAL	6	4.874875e-01	1.965538e-01
RANDOM_NORMAL	6	4.884885e-01	1.969639e-01
RANDOM_NORMAL	6	4.894895e-01	1.973779e-01
RANDOM_NORMAL	6	4.904905e-01	1.978067e-01
RANDOM_NORMAL	6	4.914915e-01	1.982418e-01
RANDOM_NORMAL	6	4.924925e-01	1.986780e-01
RANDOM_NORMAL	6	4.934935e-01	1.991110e-01
RANDOM_NORMAL	6	4.944945e-01	1.995492e-01
RANDOM_NORMAL	6	4.954955e-01	1.999866e-01
RANDOM_NORMAL	6	4.964965e-01	2.004244e-01
RANDOM_NORMAL	6	4.974975e-01	2.008623e-01
RANDOM_NORMAL	6	4.984985e-01	2.012996e-01
RANDOM_NORMAL	6	4.994995e-01	2.017410e-01
RANDOM_NORMAL	6	5.005005e-01	2.021806e-01
RANDOM_NORMAL	6	5.015015e-01	2.026224e-01
RANDOM_NORMAL	6	5.025025e-01	2.030663e-01
RANDOM_NORMAL	6	5.035035e-01	2.035143e-01
RANDOM_NORMAL	6	5.045045e-01	2.039531e-01
RANDOM_NORMAL	6	5.055055e-01	2.043940e-01
RANDOM_NORMAL	6	5.065065e-01	2.048352e-01
RANDOM_NORMAL	6	5.075075e-01	2.052771e-01
RANDOM_NORMAL	6	5.085085e-01	2.057108e-01
RANDOM_NORMAL	6	5.095095e-01	2.061419e-01
RANDOM_NORMAL	6	5.105105e-01	2.065671e-01
RANDOM_NORMAL	6	5.115115e-01	2.069963e-01
RANDOM_NORMAL	6	5.125125e-01	2.074245e-01
RANDOM_NORMAL	6	5.135135e-01	2.078440e-01
RANDOM_NORMAL	6	5.145145e-01	2.082632e-01
RANDOM_NORMAL	6	5.155155e-01	2.086797e-01
RANDOM_NORMAL	6	5.165165e-01	2.090918e-01
RANDOM_NORMAL	6	5.175175e-01	2.095104e-01
RANDOM_NORMAL	6	5.185185e-01	2.099342e-01
RANDOM_NORMAL	6	5.195195e-01	2.103577e-01
RANDOM_NORMAL	6	5.205205e-01	2.107787e-01
RANDOM_NORMAL	6	5.215215e-01	2.111981e-01
RANDOM_NORMAL	6	5.225225e-01	2.116199e-01
RANDOM_NORMAL	6	5.235235e-01	2.120419e-01
RANDOM_NORMAL	6	5.245245e-01	2.124590e-01
RANDOM_NORMAL	6	5.255255e-01	2.128785e-01
RANDOM_NORMAL	6	5.265265e-01	2.132962e-01
RANDOM_NORMAL	6	5.275275e-01	2.137100e-01
RANDOM_NORMAL	6	5.285285e-01	2.141273e-01
RANDOM_NORMAL	6	5.295295e-01	2.145491e-01
RANDOM_NORMAL	6	5.305305e-01	2.149711e-01
RANDOM_NORMAL	6	5.315315e-01	2.153914e-01
RANDOM_NORMAL	6	5.325325e-01	2.158096e-01
RANDOM_NORMAL	6	5.335335e-01	2.162268e-01
RANDOM_NORMAL	6	5.345345e-01	2.166497e-01
RANDOM_NORMAL	6	5.355355e-01	2.170736e-01
RANDOM_NORMAL	6	5.365365e-01	2.174963e-01
RANDOM_NORMAL	6	5.375375e-01	2.179214e-01
RANDOM_NORMAL	6	5.385385e-01	2.183509e-01
RANDOM_NORMAL	6	5.395395e-01	2.187821e-01
RANDOM_NORMAL	6	5.405405e-01	2.192126e-01
RANDOM_NORMAL	6	5.415415e-01	2.196400e-01
RANDOM_NORMAL	6	5.425425e-01	2.200662e-01
RANDOM_NORMAL	6	5.435435e-01	2.204850e-01
RANDOM_NORMAL	6	5.445445e-01	2.209074e-01
RANDOM_NORMAL	6	5.455455e-01	2.213305e-01
RANDOM_NORMAL	6	5.465465e-01	2.217519e-01
RANDOM_NORMAL	6	5.475475e-01	2.221685e-01
RANDOM_NORMAL	6	5.485485e-01	2.225820e-01
RANDOM_NORMAL	6	5.495495e-01	2.229943e-01
RANDOM_NORMAL	6	5.505506e-01	2.234049e-01
RANDOM_NORMAL	6	5.515516e-01	2.238106e-01
RANDOM_NORMAL	6	5.525526e-01	2.242194e-01
RANDOM_NORMAL	6	5.535536e-01	2.246319e-01
RANDOM_NORMAL	6	5.545546e-01	2.250461e-01
RANDOM_NORMAL	6	5.555556e-01	2.254679e-01
RANDOM_NORMAL	6	5.565566e-01	2.258926e-01
RANDOM_NORMAL	6	5.575576e-01	2.263149e-01
RANDOM_NORMAL	6	5.585586e-01	2.267380e-01
RANDOM_NORMAL	6	5.595596e-01	2.271671e-01
RANDOM_NORMAL	6	5.605606e-01	2.275999e-01
RANDOM_NORMAL	6	5.615616e-01	2.280378e-01
RANDOM_NORMAL	6	5.625626e-01	2.284787e-01
RANDOM_NORMAL	6	5.635636e-01	2.289206e-01
RANDOM_NORMAL	6	5.645646e-01	2.293595e-01
RANDOM_NORMAL	6	5.655656e-01	2.297989e-01
RANDOM_NORMAL	6	5.665666e-01	2.302362e-01
RANDOM_NORMAL	6	5.675676e-01	2.306788e-01
RANDOM_NORMAL	6	5.685686e-01	2.311250e-01
RANDOM_NORMAL	6	5.695696e-01	2.315754e-01
RANDOM_NORMAL	6	5.705706e-01	2.320246e-01
RANDOM_NORMAL	6	5.715716e-01	2.324774e-01
RANDOM_NORMAL	6	5.725726e-01	2.329331e-01
RANDOM_NORMAL	6	5.735736e-01	2.333911e-01
RANDOM_NORMAL	6	5.745746e-01	2.338437e-01
RANDOM_NORMAL	6	5.755756e-01	2.342977e-01
RANDOM_NORMAL	6	5.765766e-01	2.347435e-01
RANDOM_NORMAL	6	5.775776e-01	2.351863e-01
RANDOM_NORMAL	6	5.785786e-01	2.356232e-01
RANDOM_NORMAL	6	5.795796e-01	2.360547e-01
RANDOM_NORMAL	6	5.805806e-01	2.364864e-01
RANDOM_NORMAL	6	5.815816e-01	2.369163e-01
RANDOM_NORMAL	6	5.825826e-01	2.373447e-01
RANDOM_NORMAL	6	5.835836e-01	2.377779e-01
RANDOM_NORMAL	6	5.845846e-01	2.382176e-01
RANDOM_NORMAL	6	5.855856e-01	2.386617e-01
RANDOM_NORMAL	6	5.865866e-01	2.391041e-01
RANDOM_NORMAL	6	5.875876e-01	2.395396e-01
RANDOM_NORMAL	6	5.885886e-01	2.399755e-01
RANDOM_NORMAL	6	5.895896e-01	2.404138e-01
RANDOM_NORMAL	6	5.905906e-01	2.408462e-01
RANDOM_NORMAL	6	5.915916e-01	2.412747e-01
RANDOM_NORMAL	6	5.925926e-01	2.417068e-01
RANDOM_NORMAL	6	5.935936e-01	2.421384e-01
RANDOM_NORMAL	6	5.945946e-01	2.425671e-01
RANDOM_NORMAL	6	5.955956e-01	2.429915e-01
RANDOM_NORMAL	6	5.965966e-01	2.434121e-01
RANDOM_NORMAL	6	5.975976e-01	2.438256e-01
RANDOM_NORMAL	6	5.985986e-01	2.442418e-01
RANDOM_NORMAL	6	5.995996e-01	2.446681e-01
RANDOM_NORMAL	6	6.006006e-01	2.450961e-01
RANDOM_NORMAL	6	6.016016e-01	2.455286e-01
RANDOM_NORMAL	6	6.026026e-01	2.459525e-01
RANDOM_NORMAL	6	6.036036e-01	2.463707e-01
RANDOM_NORMAL	6	6.046046e-01	2.467956e-01
RANDOM_NORMAL	6	6.056056e-01	2.472211e-01
RANDOM_NORMAL	6	6.066066e-01	2.476490e-01
RANDOM_NORMAL	6	6.076076e-01	2.480768e-01
RANDOM_NORMAL	6	6.086086e-01	2.485037e-01
RANDOM_NORMAL	6	6.096096e-01	2.489341e-01
RANDOM_NORMAL	6	6.106106e-01	2.493688e-01
RANDOM_NORMAL	6	6.116116e-01	2.498035e-01
RANDOM_NORMAL	6	6.126126e-01	2.502467e-01
RANDOM_NORMAL	6	6.136136e-01	2.506955e-01
RANDOM_NORMAL	6	6.146146e-01	2.511438e-01
RANDOM_NORMAL	6	6.156156e-01	2.515932e-01
RANDOM_NORMAL	6	6.166166e-01	2.520516e-01
RANDOM_NORMAL	6	6.176176e-01	2.525119e-01
RANDOM_NORMAL	6	6.186186e-01	2.529691e-01
RANDOM_NORMAL	6	6.196196e-01	2.534348e-01
RANDOM_NORMAL	6	6.206206e-01	2.539067e-01
RANDOM_NORMAL	6	6.216216e-01	2.543852e-01
RANDOM_NORMAL	6	6.226226e-01	2.548690e-01
RANDOM_NORMAL	6	6.236236e-01	2.553561e-01
RANDOM_NORMAL	6	6.246246e-01	2.558511e-01
RANDOM_NORMAL	6	6.256256e-01	2.563552e-01
RANDOM_NORMAL	6	6.266266e-01	2.568563e-01
RANDOM_NORMAL	6	6.276276e-01	2.573611e-01
RANDOM_NORMAL	6	6.286286e-01	2.578620e-01
RANDOM_NORMAL	6	6.296296e-01	2.583601e-01
RANDOM_NORMAL	6	6.306306e-01	2.588618e-01
RANDOM_NORMAL	6	6.316316e-01	2.593666e-01
RANDOM_NORMAL	6	6.326326e-01	2.598613e-01
RANDOM_NORMAL	6	6.336336e-01	2.603542e-01
RANDOM_NORMAL	6	6.346346e-01	2.608632e-01
RANDOM_NORMAL	6	6.356356e-01	2.613959e-01
RANDOM_NORMAL	6	6.366366e-01	2.619644e-01
RANDOM_NORMAL	6	6.376376e-01	2.625472e-01
RANDOM_NORMAL	6	6.386386e-01	2.631376e-01
RANDOM_NORMAL	6	6.396396e-01	2.637252e-01
RANDOM_NORMAL	6	6.406406e-01	2.643053e-01
RANDOM_NORMAL	6	6.416416e-01	2.648790e-01
RANDOM_NORMAL	6	6.426426e-01	2.654552e-01
RANDOM_NORMAL	6	6.436436e-01	2.660330e-01
RANDOM_NORMAL	6	6.446446e-01	2.666129e-01
RANDOM_NORMAL	6	6.456456e-01	2.671874e-01
RANDOM_NORMAL	6	6.466466e-01	2.677700e-01
RANDOM_NORMAL	6	6.476476e-01	2.683570e-01
RANDOM_NORMAL	6	6.486486e-01	2.689427e-01
RANDOM_NORMAL	6	6.496496e-01	2.695257e-01
RANDOM_NORMAL	6	6.506507e-01	2.701036e-01
RANDOM_NORMAL	6	6.516517e-01	2.706880e-01
RANDOM_NORMAL	6	6.526527e-01	2.712591e-01
RANDOM_NORMAL	6	6.536537e-01	2.717805e-01
RANDOM_NORMAL	6	6.546547e-01	2.722775e-01
RANDOM_NORMAL	6	6.556557e-01	2.727630e-01
RANDOM_NORMAL	6	6.566567e-01	2.732587e-01
RANDOM_NORMAL	6	6.576577e-01	2.737592e-01
RANDOM_NORMAL	6	6.586587e-01	2.742662e-01
RANDOM_NORMAL	6	6.596597e-01	2.747729e-01
RANDOM_NORMAL	6	6.606607e-01	2.752822e-01
RANDOM_NORMAL	6	6.616617e-01	2.757961e-01
RANDOM_NORMAL	6	6.626627e-01	2.763163e-01
RANDOM_NORMAL	6	6.636637e-01	2.768433e-01
RANDOM_NORMAL	6	6.646647e-01	2.773683e-01
RANDOM_NORMAL	6	6.656657e-01	2.779015e-01
RANDOM_NORMAL	6	6.666667e-01	2.784517e-01
RANDOM_NORMAL	6	6.676677e-01	2.790039e-01
RANDOM_NORMAL	6	6.686687e-01	2.795554e-01
RANDOM_NORMAL	6	6.696697e-01	2.801083e-01
RANDOM_NORMAL	6	6.706707e-01	2.806573e-01
RANDOM_NORMAL	6	6.716717e-01	2.812195e-01
RANDOM_NORMAL	6	6.726727e-01	2.817950e-01
RANDOM_NORMAL	6	6.736737e-01	2.823677e-01
RANDOM_NORMAL	6	6.746747e-01	2.829352e-01
RANDOM_NORMAL	6	6.756757e-01	2.834990e-01
RANDOM_NORMAL	6	6.766767e-01	2.840601e-01
RANDOM_NORMAL	6	6.776777e-01	2.846165e-01
RANDOM_NORMAL	6	6.786787e-01	2.851879e-01
RANDOM_NORMAL	6	6.796797e-01	2.857588e-01
RANDOM_NORMAL	6	6.806807e-01	2.863239e-01
RANDOM_NORMAL	6	6.816817e-01	2.868878e-01
RANDOM_NORMAL	6	6.826827e-01	2.874411e-01
RANDOM_NORMAL	6	6.836837e-01	2.879858e-01
RANDOM_NORMAL	6	6.846847e-01	2.885321e-01
RANDOM_NORMAL	6	6.856857e-01	2.890971e-01
RANDOM_NORMAL	6	6.866867e-01	2.896673e-01
RANDOM_NORMAL	6	6.876877e-01	2.902329e-01
